language	gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	promptID	pairID	genre	label1	label2	label3	label4	label5	sentence1_tokenized	sentence2_tokenized	match
es	entailment					Así, aparecieron "de pronto" dos encapuchados, completamente tapados, disfrazados con pasamontañas y gafas de sol.	Los disfraces tapaban completamente la cara de los dos que aparecieron	10	30	newspaper	entailment	-	-	-	-			
es	neutral					Alguno incluso dice que trabajo para la CIA, otro que para el Mosad y ahora para Microsoft.	En Microsoft tengo 40 días de vacaciones.	11	31	newspaper	neutral	-	-	-	-			
es	entailment					Alguno incluso dice que trabajo para la CIA, otro que para el Mosad y ahora para Microsoft.	Hay gente que se inventa mi oficio.	11	32	newspaper	entailment	-	-	-	-			
es	contradiction					Alguno incluso dice que trabajo para la CIA, otro que para el Mosad y ahora para Microsoft.	No trabajo.	11	33	newspaper	contradiction	-	-	-	-			
es	entailment					El técnico tiene la esperanza de que Torres vuelva a su mejor nivel.	El técnico espera que Torres mejore su nivel	12	34	newspaper	entailment	-	-	-	-			
es	neutral					El técnico tiene la esperanza de que Torres vuelva a su mejor nivel.	El técnico confía en que Torres recupere su nivel lo antes posible	12	35	newspaper	neutral	-	-	-	-			
es	contradiction					El técnico tiene la esperanza de que Torres vuelva a su mejor nivel.	El técnico no cree que Torres vuelva a su mejor nivel	12	36	newspaper	contradiction	-	-	-	-			
es	neutral					El tercer televisivo en discordia es Paco León, el indescriptible hermano de Aída y el último descubrimiento de la pequeña pantalla en lo que cómicos se refiere.	La edades de Aída y Paco León son diferentes.	13	37	newspaper	neutral	-	-	-	-			
es	contradiction					El tercer televisivo en discordia es Paco León, el indescriptible hermano de Aída y el último descubrimiento de la pequeña pantalla en lo que cómicos se refiere.	Aída y Paco León no son hermanos.	13	38	newspaper	contradiction	-	-	-	-			
es	entailment					El tercer televisivo en discordia es Paco León, el indescriptible hermano de Aída y el último descubrimiento de la pequeña pantalla en lo que cómicos se refiere.	El hermano de Aída es Paco León en el tercer televisivo.	13	39	newspaper	entailment	-	-	-	-			
es	contradiction					El periódico ABC estrenará el remake de la serie "P" en noviembre.	ABC censura un remake de la serie "P".	14	40	newspaper	contradiction	-	-	-	-			
es	neutral					El periódico ABC estrenará el remake de la serie "P" en noviembre.	ABC se especializa en series.	14	41	newspaper	neutral	-	-	-	-			
es	entailment					El periódico ABC estrenará el remake de la serie "P" en noviembre.	ABC estrena un remake en noviembre.	14	42	newspaper	entailment	-	-	-	-			
es	neutral					Ahora, parece que le han dado otro papel a Mª Antonia Iglesias.	El papel anterior de Maria Antonia Iglesias fue muy pequeño.	15	43	newspaper	neutral	-	-	-	-			
es	contradiction					Ahora, parece que le han dado otro papel a Mª Antonia Iglesias.	Maria Antonia ya no tiene ningún papel.	15	44	newspaper	contradiction	-	-	-	-			
es	entailment					Ahora, parece que le han dado otro papel a Mª Antonia Iglesias.	Parece que Maria Antonia Iglesias tiene un nuevo papel.	15	45	newspaper	entailment	-	-	-	-			
es	neutral					Eres muy sociable y muy abierta con los fans.	Te reúnes con tus fans después de cada concierto.	16	46	newspaper	neutral	-	-	-	-			
es	entailment					Eres muy sociable y muy abierta con los fans.	Tienes muy buena relación con los fans.	16	47	newspaper	entailment	-	-	-	-			
es	contradiction					Eres muy sociable y muy abierta con los fans.	Ignoras a tus fans.	16	48	newspaper	contradiction	-	-	-	-			
es	entailment					Suerte Rosana y que recuperes pronto a Quesito.	Rosana tiene problemas con Quesito.	17	49	newspaper	entailment	-	-	-	-			
es	contradiction					Suerte Rosana y que recuperes pronto a Quesito.	Quesito ya está con Rosana.	17	50	newspaper	contradiction	-	-	-	-			
es	neutral					Suerte Rosana y que recuperes pronto a Quesito.	El gato de Rosana se llama Quesito.	17	51	newspaper	neutral	-	-	-	-			
es	neutral					Algún día el propio deporte, en boca de tantos niños y niñas que empiezan a dar sus primeros pasos, nos dará las gracias.	El grueso de la población practica deporte.	18	52	newspaper	neutral	-	-	-	-			
es	entailment					Algún día el propio deporte, en boca de tantos niños y niñas que empiezan a dar sus primeros pasos, nos dará las gracias.	Muchos niños y niñas comenzaron a practicar deporte.	18	53	newspaper	entailment	-	-	-	-			
es	contradiction					Algún día el propio deporte, en boca de tantos niños y niñas que empiezan a dar sus primeros pasos, nos dará las gracias.	Los niños nos odian por haber comenzado a hacer deporte.	18	54	newspaper	contradiction	-	-	-	-			
es	entailment					Y este buen señor con la mejor intención que habrá tenido, ha metido la pata.	A pesar de sus buenas intenciones, no ha estado acertado.	19	55	newspaper	entailment	-	-	-	-			
es	neutral					Y este buen señor con la mejor intención que habrá tenido, ha metido la pata.	La edad le ha jugago una mala pasada a este buen señor.	19	56	newspaper	neutral	-	-	-	-			
es	contradiction					Y este buen señor con la mejor intención que habrá tenido, ha metido la pata.	El señor ha estado muy acertado.	19	57	newspaper	contradiction	-	-	-	-			
es	neutral					No fue otra cosa.	La razón fue el pinchazo del coche.	20	58	newspaper	neutral	-	-	-	-			
es	contradiction					No fue otra cosa.	Fue otra cosa.	20	59	newspaper	contradiction	-	-	-	-			
es	entailment					No fue otra cosa.	Fue esa cosa.	20	60	newspaper	entailment	-	-	-	-			
es	entailment					Conseguía el material original gracias a sus contactos en establecimientos de ocio y bares, que le vendían las botellas vacías con los precintos y cajas originales.	El material procedía de bares y otros establecimientos de ocio.	21	61	newspaper	entailment	-	-	-	-			
es	contradiction					Conseguía el material original gracias a sus contactos en establecimientos de ocio y bares, que le vendían las botellas vacías con los precintos y cajas originales.	Compraba las botellas llenas y por cajas.	21	62	newspaper	contradiction	-	-	-	-			
es	neutral					Conseguía el material original gracias a sus contactos en establecimientos de ocio y bares, que le vendían las botellas vacías con los precintos y cajas originales.	Los bares solo le vendían las botellas por cajas.	21	63	newspaper	neutral	-	-	-	-			
es	entailment					El vehículo se estampó contra la mediana a la altura del falso túnel de Carlos Haya, una de las zonas en las que normalmente se forman retenciones.	El vehículo tuvo un accidente contra la mediana.	22	64	newspaper	entailment	-	-	-	-			
es	neutral					El vehículo se estampó contra la mediana a la altura del falso túnel de Carlos Haya, una de las zonas en las que normalmente se forman retenciones.	Hubo un accidente y murieron dos personas.	22	65	newspaper	neutral	-	-	-	-			
es	contradiction					El vehículo se estampó contra la mediana a la altura del falso túnel de Carlos Haya, una de las zonas en las que normalmente se forman retenciones.	El vehiculo llegó a su destino sin problemas.	22	66	newspaper	contradiction	-	-	-	-			
es	contradiction					De acuerdo en habilitar espacios para que la gente se destroce el higado sin molestar a los demás.	No se está de acuerdo en habilitar espacios para que la gente beba sin molestar a los que no beben.	23	67	newspaper	contradiction	-	-	-	-			
es	neutral					De acuerdo en habilitar espacios para que la gente se destroce el higado sin molestar a los demás.	El botellón es legal.	23	68	newspaper	neutral	-	-	-	-			
es	entailment					De acuerdo en habilitar espacios para que la gente se destroce el higado sin molestar a los demás.	La gente bebe.	23	69	newspaper	entailment	-	-	-	-			
es	neutral					Por este motivo, jamás podía recomendarse el uso del preservativo; ya que, de haber sido así, se hubiese estando impulsando a caer aún más en el aberrante vicio de la fornicación; mismo que podría estarlo practicando tanto la persona soltera como casada, e, incluso, cualquiera de los dos miembros de la pareja de esposos, y sin que hubieran tenido que caer necesariamente en la falta del adulterio.	El precio de los preservativos disminuyó durante ese período.	24	70	newspaper	neutral	-	-	-	-			
es	contradiction					Por este motivo, jamás podía recomendarse el uso del preservativo; ya que, de haber sido así, se hubiese estando impulsando a caer aún más en el aberrante vicio de la fornicación; mismo que podría estarlo practicando tanto la persona soltera como casada, e, incluso, cualquiera de los dos miembros de la pareja de esposos, y sin que hubieran tenido que caer necesariamente en la falta del adulterio.	Los preservativos reducen el adulterio.	24	71	newspaper	contradiction	-	-	-	-			
es	entailment					Por este motivo, jamás podía recomendarse el uso del preservativo; ya que, de haber sido así, se hubiese estando impulsando a caer aún más en el aberrante vicio de la fornicación; mismo que podría estarlo practicando tanto la persona soltera como casada, e, incluso, cualquiera de los dos miembros de la pareja de esposos, y sin que hubieran tenido que caer necesariamente en la falta del adulterio.	Los preservativos impulsan las relaciones sexuales entre personas.	24	72	newspaper	entailment	-	-	-	-			
es	contradiction					El bloqueo está visto, solo ha servido para endurecer y eternizar el régimen dictatorial (no me hablen de izquieras o derechas, que me da la risa, es una dictadura y punto).	Los bloqueos disuelven dictaduras.	25	73	newspaper	contradiction	-	-	-	-			
es	neutral					El bloqueo está visto, solo ha servido para endurecer y eternizar el régimen dictatorial (no me hablen de izquieras o derechas, que me da la risa, es una dictadura y punto).	También me da la risa con Groucho Marx.	25	74	newspaper	neutral	-	-	-	-			
es	entailment					El bloqueo está visto, solo ha servido para endurecer y eternizar el régimen dictatorial (no me hablen de izquieras o derechas, que me da la risa, es una dictadura y punto).	El régimen dictatorial es poderoso.	25	75	newspaper	entailment	-	-	-	-			
es	neutral					Actualmente, tres de cada cuatro cerdos ibéricos puros de alimentación exclusiva con bellotas sacrificados en la última campaña son 5J.	Los cerdos ibéricos viven en Dehesas.	26	76	newspaper	neutral	-	-	-	-			
es	contradiction					Actualmente, tres de cada cuatro cerdos ibéricos puros de alimentación exclusiva con bellotas sacrificados en la última campaña son 5J.	Los cerdos ibéricos no se alimetan exclusivamente de bellotas.	26	77	newspaper	contradiction	-	-	-	-			
es	entailment					Actualmente, tres de cada cuatro cerdos ibéricos puros de alimentación exclusiva con bellotas sacrificados en la última campaña son 5J.	La calidad de los cerdos ibéricos de la útlima temporada es alta.	26	78	newspaper	entailment	-	-	-	-			
es	entailment					¡¡¡LA VERDAD, ESTO ES DE PAÍSES TERCERMINDISTAS Y REPUBLICAS BANANERAS, QUE LES IMPORTA UN CARAJO QUE TENGAMOS QUE PAGAR MÁS, PARA RECIBIR MENOS Y EN EL PEOR DE LOS CASOS, UN SERVICIO MALISIMO!!!	Cada vez tenemos menos dinero.	27	79	newspaper	entailment	-	-	-	-			
es	contradiction					¡¡¡LA VERDAD, ESTO ES DE PAÍSES TERCERMINDISTAS Y REPUBLICAS BANANERAS, QUE LES IMPORTA UN CARAJO QUE TENGAMOS QUE PAGAR MÁS, PARA RECIBIR MENOS Y EN EL PEOR DE LOS CASOS, UN SERVICIO MALISIMO!!!	Deberíamos de recibir más y pagar menos.	27	80	newspaper	contradiction	-	-	-	-			
es	neutral					¡¡¡LA VERDAD, ESTO ES DE PAÍSES TERCERMINDISTAS Y REPUBLICAS BANANERAS, QUE LES IMPORTA UN CARAJO QUE TENGAMOS QUE PAGAR MÁS, PARA RECIBIR MENOS Y EN EL PEOR DE LOS CASOS, UN SERVICIO MALISIMO!!!	Hay países que quieren mejorar su servicio a la ciudadanía en general.	27	81	newspaper	neutral	-	-	-	-			
es	neutral					De todas formas, ni el Real Mazdrid ni el Sevilla van a alcanzar al Barcelona.	El Sevilla y el Real Madrid están a la misma distancia del Barcelona.	28	82	newspaper	neutral	-	-	-	-			
es	entailment					De todas formas, ni el Real Mazdrid ni el Sevilla van a alcanzar al Barcelona.	El Real Madrid está por detrás del Barcelona.	28	83	newspaper	entailment	-	-	-	-			
es	contradiction					De todas formas, ni el Real Mazdrid ni el Sevilla van a alcanzar al Barcelona.	El Barcelona está por detrás del Sevilla.	28	84	newspaper	contradiction	-	-	-	-			
es	entailment					El diplomático hizo el anuncio tres días después de que el presidente de Colombia, Alvaro Uribe, pidiese a Estados Unidos ser más severo en las penas a los narcotraficantes que sean extraditados, en una inusual reprimenda del más firme aliado de Washington en América Latina.	Álvaro Uribe castigaría más fuertemente a los narcotraficantes.	29	85	newspaper	entailment	-	-	-	-			
es	contradiction					El diplomático hizo el anuncio tres días después de que el presidente de Colombia, Alvaro Uribe, pidiese a Estados Unidos ser más severo en las penas a los narcotraficantes que sean extraditados, en una inusual reprimenda del más firme aliado de Washington en América Latina.	Nadie se ha pronunciado tras las declaraciones de Uribe.	29	86	newspaper	contradiction	-	-	-	-			
es	neutral					El diplomático hizo el anuncio tres días después de que el presidente de Colombia, Alvaro Uribe, pidiese a Estados Unidos ser más severo en las penas a los narcotraficantes que sean extraditados, en una inusual reprimenda del más firme aliado de Washington en América Latina.	El diplomático pidió perdón por la ineficiencia de los Estados Unidos.	29	87	newspaper	neutral	-	-	-	-			
es	neutral					En una sesión de grabación, las cosas se torcieron, según informan fuentes cercanas a la productora.	Los sucesos ocurrieron hace un mes	30	88	newspaper	neutral	-	-	-	-			
es	contradiction					En una sesión de grabación, las cosas se torcieron, según informan fuentes cercanas a la productora.	La sesión de grabación transcurrió sin problemas	30	89	newspaper	contradiction	-	-	-	-			
es	entailment					En una sesión de grabación, las cosas se torcieron, según informan fuentes cercanas a la productora.	Los problemas aparecieron durante una sesión de grabación	30	90	newspaper	entailment	-	-	-	-			
es	neutral					Bienvenido de nuevo al gran circo Kimi, la F1 necesita a grandes pilotos y Kimi lo es, puede ir muy rápido y a poco que el Lotus funcione Kimi estará ahí dando guerra.	Kimi formó parte del equipo de Mercedes en la campaña anterior.	31	91	newspaper	neutral	-	-	-	-			
es	entailment					Bienvenido de nuevo al gran circo Kimi, la F1 necesita a grandes pilotos y Kimi lo es, puede ir muy rápido y a poco que el Lotus funcione Kimi estará ahí dando guerra.	Kimi es una apuesta segura como piloto para la F1 a poco que el coche rinda.	31	92	newspaper	entailment	-	-	-	-			
es	contradiction					Bienvenido de nuevo al gran circo Kimi, la F1 necesita a grandes pilotos y Kimi lo es, puede ir muy rápido y a poco que el Lotus funcione Kimi estará ahí dando guerra.	La F1 desconfía de las habilidades de Kimi.	31	93	newspaper	contradiction	-	-	-	-			
es	neutral					HELSINKI (Reuters) - Un ingeniero informático finlandés que perdió uno de sus dedos en un accidente de motocicleta ha dado un nuevo uso a la prótesis que se le colocó en la mano: una memoria USB.	Un ingeniero informático finlandés está contento por usar una memoria USB en su pròtesis en el dedo de la mano	32	94	newspaper	neutral	-	-	-	-			
es	entailment					HELSINKI (Reuters) - Un ingeniero informático finlandés que perdió uno de sus dedos en un accidente de motocicleta ha dado un nuevo uso a la prótesis que se le colocó en la mano: una memoria USB.	Un ingeniero informático finlandés usa una memoria USB en su pròtesis en el dedo de la mano	32	95	newspaper	entailment	-	-	-	-			
es	contradiction					HELSINKI (Reuters) - Un ingeniero informático finlandés que perdió uno de sus dedos en un accidente de motocicleta ha dado un nuevo uso a la prótesis que se le colocó en la mano: una memoria USB.	no se puede colocar una memoria USB en una prótesis.	32	96	newspaper	contradiction	-	-	-	-			
es	entailment					Es un pueblo encantador por su situación y elementos etnográficos, pero no nos engañemos, si das dos pasos, uno si tienes la zancada larga, ya te saliste de sus límites.	El pueblo es pequeño.	33	97	newspaper	entailment	-	-	-	-			
es	neutral					Es un pueblo encantador por su situación y elementos etnográficos, pero no nos engañemos, si das dos pasos, uno si tienes la zancada larga, ya te saliste de sus límites.	Las gente del pueblo es muy agradable.	33	98	newspaper	neutral	-	-	-	-			
es	contradiction					Es un pueblo encantador por su situación y elementos etnográficos, pero no nos engañemos, si das dos pasos, uno si tienes la zancada larga, ya te saliste de sus límites.	El pueblo no tiene ningún interés.	33	99	newspaper	contradiction	-	-	-	-			
es	neutral					Ahora sólo funciona en Madrid, donde 116 hombres llevan un brazalete anti-maltrato.	El brazalete anti-maltrato es una herramienta efiiciente para proteger a las víctimas.	34	100	newspaper	neutral	-	-	-	-			
es	contradiction					Ahora sólo funciona en Madrid, donde 116 hombres llevan un brazalete anti-maltrato.	Funciona en toda España.	34	101	newspaper	contradiction	-	-	-	-			
es	entailment					Ahora sólo funciona en Madrid, donde 116 hombres llevan un brazalete anti-maltrato.	El brazalete monitoriza la posición del hombre.	34	102	newspaper	entailment	-	-	-	-			
es	contradiction					Es un camino muy largo y se pasa mal, pero se sale.	Es imposible salir.	35	103	newspaper	contradiction	-	-	-	-			
es	entailment					Es un camino muy largo y se pasa mal, pero se sale.	Es duro pero se puede lograr.	35	104	newspaper	entailment	-	-	-	-			
es	neutral					Es un camino muy largo y se pasa mal, pero se sale.	Siempres se sale.	35	105	newspaper	neutral	-	-	-	-			
es	contradiction					En ese mismo trimestre, los dos juzgados ingresaron 965 asuntos penales y, a pesar de lograr tramitar 996 (muchos de ellos de los periodos anteriores y a fuerza de horas extra), a final de los tres meses aún había 422 pendientes, según los últimos datos del Consejo General del Poder Judicial.	Los juzgados tramitan a tiempo todos los asuntos penales que ingresan	36	106	newspaper	contradiction	-	-	-	-			
es	entailment					En ese mismo trimestre, los dos juzgados ingresaron 965 asuntos penales y, a pesar de lograr tramitar 996 (muchos de ellos de los periodos anteriores y a fuerza de horas extra), a final de los tres meses aún había 422 pendientes, según los últimos datos del Consejo General del Poder Judicial.	Los juzgados tienen dificultades para tramitar todos los asuntos penales que ingresan	36	107	newspaper	entailment	-	-	-	-			
es	neutral					En ese mismo trimestre, los dos juzgados ingresaron 965 asuntos penales y, a pesar de lograr tramitar 996 (muchos de ellos de los periodos anteriores y a fuerza de horas extra), a final de los tres meses aún había 422 pendientes, según los últimos datos del Consejo General del Poder Judicial.	El Consejo General del Poder Judicial emite datos sobre los asustos penales ingresado y tramitados	36	108	newspaper	neutral	-	-	-	-			
es	contradiction					Hay que joderse con la hipocresía en la prensa / opinión pública.	La prensa pública está libre de hipocresía.	37	109	newspaper	contradiction	-	-	-	-			
es	neutral					Hay que joderse con la hipocresía en la prensa / opinión pública.	La prensa pública tiene la obligación de luchar contra la hipocresía.	37	110	newspaper	neutral	-	-	-	-			
es	entailment					Hay que joderse con la hipocresía en la prensa / opinión pública.	Hay mucha hipocresía en la prensa pública.	37	111	newspaper	entailment	-	-	-	-			
es	neutral					"Zlatan sabe defender la pelota", asegura.	Zlatan se apellida Ibrahimovic.	38	112	newspaper	neutral	-	-	-	-			
es	entailment					"Zlatan sabe defender la pelota", asegura.	Zlatan sabe regatear.	38	113	newspaper	entailment	-	-	-	-			
es	contradiction					"Zlatan sabe defender la pelota", asegura.	Zlatan pierde todos los balones.	38	114	newspaper	contradiction	-	-	-	-			
es	contradiction					Los sionistas se aseguran de la impunidad mediante el control de la economía mundial y de los medios de comunicación.	Los sionistas no hacen nada malo.	39	115	newspaper	contradiction	-	-	-	-			
es	entailment					Los sionistas se aseguran de la impunidad mediante el control de la economía mundial y de los medios de comunicación.	los sionistas intentan controlar la economía mundial y los medios de comunicación.	39	116	newspaper	entailment	-	-	-	-			
es	neutral					Los sionistas se aseguran de la impunidad mediante el control de la economía mundial y de los medios de comunicación.	Los sionistas son impunes	39	117	newspaper	neutral	-	-	-	-			
es	entailment					Ahora resulta que los catolicos nos van a dar clases de moral, cuando durante milenios han masacrado culturas, y naciones enteras, tan solo por el pinche poder y dinero. o que la no recuerdan que las Estupidas cruzadas, no fue solo una carniceria que decian libraban en nombre de dios, eso si son idioteces, y no estan imagenes que solo retoman simbolos banales.	Las clases de moral son por el poder y el dinero.	40	118	newspaper	entailment	-	-	-	-			
es	neutral					Ahora resulta que los catolicos nos van a dar clases de moral, cuando durante milenios han masacrado culturas, y naciones enteras, tan solo por el pinche poder y dinero. o que la no recuerdan que las Estupidas cruzadas, no fue solo una carniceria que decian libraban en nombre de dios, eso si son idioteces, y no estan imagenes que solo retoman simbolos banales.	Los católicos han masacrado culturas en bicicleta.	40	119	newspaper	neutral	-	-	-	-			
es	contradiction					Ahora resulta que los catolicos nos van a dar clases de moral, cuando durante milenios han masacrado culturas, y naciones enteras, tan solo por el pinche poder y dinero. o que la no recuerdan que las Estupidas cruzadas, no fue solo una carniceria que decian libraban en nombre de dios, eso si son idioteces, y no estan imagenes que solo retoman simbolos banales.	Los budistas van a dar clases de moral.	40	120	newspaper	contradiction	-	-	-	-			
es	entailment					Estos arquitectos de renombre dan asco.	Tengo una opinión negativa sobre ciertos arquitectos de renombre.	41	121	newspaper	entailment	-	-	-	-			
es	contradiction					Estos arquitectos de renombre dan asco.	Me encantan esos arquitectos de renombre.	41	122	newspaper	contradiction	-	-	-	-			
es	neutral					Estos arquitectos de renombre dan asco.	Esos arquitectos de renombre son caros.	41	123	newspaper	neutral	-	-	-	-			
es	contradiction					El incremento se produce "a fin de evitar el cumplimiento de la nueva norma".	El incremento no está relacionado con el cambio de normativa	42	124	newspaper	contradiction	-	-	-	-			
es	neutral					El incremento se produce "a fin de evitar el cumplimiento de la nueva norma".	El incremento se cifra en un 3%	42	125	newspaper	neutral	-	-	-	-			
es	entailment					El incremento se produce "a fin de evitar el cumplimiento de la nueva norma".	Se ha publicado una nueva norma	42	126	newspaper	entailment	-	-	-	-			
es	entailment					Tampoco se tiene derecho a vacaciones cuando se ha estado en situaciones de inactividad que computan como de trabajo efectivo a efectos de vacaciones, pero éstas se ha prolongado durante todo el año natural.	Estando de baja el año completo no te corresponden vacaciones	43	127	newspaper	entailment	-	-	-	-			
es	neutral					Tampoco se tiene derecho a vacaciones cuando se ha estado en situaciones de inactividad que computan como de trabajo efectivo a efectos de vacaciones, pero éstas se ha prolongado durante todo el año natural.	Un año son 12 meses	43	128	newspaper	neutral	-	-	-	-			
es	contradiction					Tampoco se tiene derecho a vacaciones cuando se ha estado en situaciones de inactividad que computan como de trabajo efectivo a efectos de vacaciones, pero éstas se ha prolongado durante todo el año natural.	Estando de baja el año completo te corresponden vacaciones	43	129	newspaper	contradiction	-	-	-	-			
es	contradiction					El fallo dictado de forma firme por Laureano Martínez, titular del Juzgado de lo Penal 2 de Almería, impone a Amizian como autor de un delito contra la seguridad del tráfico una multa a razón de doce euros al día durante medio año, así como la privación del permiso de conducir vehículos a motor y ciclomotores durante un año y un día.	Amizian mantendrá el permiso de conducir.	44	130	newspaper	contradiction	-	-	-	-			
es	entailment					El fallo dictado de forma firme por Laureano Martínez, titular del Juzgado de lo Penal 2 de Almería, impone a Amizian como autor de un delito contra la seguridad del tráfico una multa a razón de doce euros al día durante medio año, así como la privación del permiso de conducir vehículos a motor y ciclomotores durante un año y un día.	Amizian fue condenado por un delito de tráfico.	44	131	newspaper	entailment	-	-	-	-			
